"YEAR","state","incidence"
"1995","NEW YORK","0.02"
"1996","NEW YORK","0.0"
"1997","NEW YORK","0.14"
"1998","NEW YORK","0.0"
"1999","NEW YORK","0.0"
"2000","NEW YORK","0.02"
"2001","NEW YORK","0.0"
"2002","NEW YORK","0.01"
"2003","NEW YORK","0.0"
"1928","NORTH CAROLINA","1823.69"
"1929","NORTH CAROLINA","38.49"
"1930","NORTH CAROLINA","41.17"
"1931","NORTH CAROLINA","480.48"
"1932","NORTH CAROLINA","423.04"
"1933","NORTH CAROLINA","495.59"
"1934","NORTH CAROLINA","1685.34"
"1935","NORTH CAROLINA","323.87"
"1936","NORTH CAROLINA","40.3"
"1937","NORTH CAROLINA","226.07"
"1938","NORTH CAROLINA","1383.37"
"1939","NORTH CAROLINA","664.5"
"1940","NORTH CAROLINA","210.27"
"1941","NORTH CAROLINA","658.4"
"1942","NORTH CAROLINA","564.86"
"1943","NORTH CAROLINA","165.96"
"1944","NORTH CAROLINA","671.48"
"1945","NORTH CAROLINA","72.5"
"1946","NORTH CAROLINA","225.16"
"1947","NORTH CAROLINA","127.63"
"1948","NORTH CAROLINA","26.97"
"1949","NORTH CAROLINA","442.46"
"1950","NORTH CAROLINA","118.87"
"1951","NORTH CAROLINA","81.37"
"1952","NORTH CAROLINA","93.5"
"1953","NORTH CAROLINA","115.47"
"1954","NORTH CAROLINA","229.32"
"1955","NORTH CAROLINA","29.68"
"1956","NORTH CAROLINA","178.8"
"1957","NORTH CAROLINA","43.64"
"1958","NORTH CAROLINA","93.73"
"1959","NORTH CAROLINA","73.12"
"1960","NORTH CAROLINA","27.06"
"1961","NORTH CAROLINA","110.7"
"1962","NORTH CAROLINA","19.27"
"1963","NORTH CAROLINA","30.53"
"1964","NORTH CAROLINA","26.32"
"1965","NORTH CAROLINA","8.59"
"1966","NORTH CAROLINA","15.88"
"1967","NORTH CAROLINA","19.03"
"1968","NORTH CAROLINA","6.48"
"1969","NORTH CAROLINA","7.46"
"1970","NORTH CAROLINA","19.47"
"1971","NORTH CAROLINA","35.89"
"1972","NORTH CAROLINA","0.71"
"1973","NORTH CAROLINA","0.12"
"1974","NORTH CAROLINA","0.12"
"1975","NORTH CAROLINA","0.06"
"1976","NORTH CAROLINA","0.35"
"1977","NORTH CAROLINA","0.93"
"1978","NORTH CAROLINA","2.15"
"1979","NORTH CAROLINA","1.97"
"1980","NORTH CAROLINA","2.21"
"1981","NORTH CAROLINA","0.1"
"1982","NORTH CAROLINA","0.04"
"1983","NORTH CAROLINA","0.0"
"1984","NORTH CAROLINA","0.0"
"1985","NORTH CAROLINA","0.14"
"1986","NORTH CAROLINA","0.07"
"1987","NORTH CAROLINA","0.23"
"1988","NORTH CAROLINA","0.03"
"1989","NORTH CAROLINA","2.99"
"1990","NORTH CAROLINA","0.71"
"1991","NORTH CAROLINA","0.64"
"1992","NORTH CAROLINA","0.36"
"1993","NORTH CAROLINA","0.0"
"1994","NORTH CAROLINA","0.04"
"1995","NORTH CAROLINA","0.0"
"1996","NORTH CAROLINA","0.05"
"1997","NORTH CAROLINA","0.02"
"1998","NORTH CAROLINA","0.0"
"1999","NORTH CAROLINA","0.0"
"2000","NORTH CAROLINA","0.0"
"2001","NORTH CAROLINA","0.0"
"2002","NORTH CAROLINA","0.0"
"2003","NORTH CAROLINA","0.0"
"1928","NORTH DAKOTA","55.73"
"1929","NORTH DAKOTA","339.19"
"1930","NORTH DAKOTA","117.0"
"1931","NORTH DAKOTA","142.06"
"1932","NORTH DAKOTA","318.07"
"1933","NORTH DAKOTA","373.64"
"1934","NORTH DAKOTA","657.63"
"1935","NORTH DAKOTA","290.45"
"1936","NORTH DAKOTA","16.52"
"1937","NORTH DAKOTA","8.4"
"1938","NORTH DAKOTA","863.45"
"1939","NORTH DAKOTA","843.21"
"1940","NORTH DAKOTA","149.05"
"1941","NORTH DAKOTA","223.2"
"1942","NORTH DAKOTA","274.08"
"1943","NORTH DAKOTA","798.53"
"1944","NORTH DAKOTA","644.36"
"1945","NORTH DAKOTA","64.11"
"1946","NORTH DAKOTA","40.84"
"1947","NORTH DAKOTA","236.08"
"1948","NORTH DAKOTA","214.45"
"1949","NORTH DAKOTA","245.95"
"1950","NORTH DAKOTA","63.62"
"1951","NORTH DAKOTA","426.98"
"1952","NORTH DAKOTA","432.14"
"1953","NORTH DAKOTA","254.43"
"1954","NORTH DAKOTA","454.18"
"1955","NORTH DAKOTA","407.81"
"1956","NORTH DAKOTA","362.47"
"1957","NORTH DAKOTA","629.25"
"1958","NORTH DAKOTA","714.58"
"1959","NORTH DAKOTA","899.54"
"1960","NORTH DAKOTA","390.56"
"1961","NORTH DAKOTA","439.0"
"1962","NORTH DAKOTA","583.22"
"1963","NORTH DAKOTA","677.98"
"1964","NORTH DAKOTA","813.23"
"1965","NORTH DAKOTA","623.26"
"1966","NORTH DAKOTA","212.64"
"1967","NORTH DAKOTA","143.16"
"1968","NORTH DAKOTA","22.83"
"1969","NORTH DAKOTA","13.03"
"1970","NORTH DAKOTA","51.25"
"1971","NORTH DAKOTA","36.17"
"1972","NORTH DAKOTA","9.49"
"1973","NORTH DAKOTA","11.22"
"1974","NORTH DAKOTA","5.82"
"1975","NORTH DAKOTA","131.87"
"1976","NORTH DAKOTA","0.46"
"1977","NORTH DAKOTA","4.74"
"1978","NORTH DAKOTA","27.44"
"1979","NORTH DAKOTA","2.6"
"1980","NORTH DAKOTA","0.0"
"1981","NORTH DAKOTA","0.0"
"1982","NORTH DAKOTA","0.0"
"1983","NORTH DAKOTA","0.0"
"1984","NORTH DAKOTA","0.0"
"1985","NORTH DAKOTA","0.15"
"1986","NORTH DAKOTA","3.17"
"1987","NORTH DAKOTA","0.0"
"1988","NORTH DAKOTA","0.0"
"1989","NORTH DAKOTA","0.0"
"1990","NORTH DAKOTA","0.0"
"1991","NORTH DAKOTA","0.0"
"1992","NORTH DAKOTA","0.0"
"1993","NORTH DAKOTA","0.0"
"1994","NORTH DAKOTA","0.0"
"1995","NORTH DAKOTA","0.0"
"1996","NORTH DAKOTA","0.0"
"1997","NORTH DAKOTA","0.15"
"1998","NORTH DAKOTA","0.0"
"1999","NORTH DAKOTA","0.0"
"2000","NORTH DAKOTA","0.0"
"2001","NORTH DAKOTA","0.0"
"2002","NORTH DAKOTA","0.0"
"2003","NORTH DAKOTA","0.0"
"1928","OHIO","355.92"
"1929","OHIO","561.14"
"1930","OHIO","277.6"
"1931","OHIO","291.32"
"1932","OHIO","539.34"
"1933","OHIO","233.67"
"1934","OHIO","410.5"
"1935","OHIO","544.79"
"1936","OHIO","136.53"
"1937","OHIO","366.37"
"1938","OHIO","694.27"
"1939","OHIO","74.0"
"1940","OHIO","22.4"
"1941","OHIO","1132.77"
"1942","OHIO","127.08"
"1943","OHIO","276.41"
"1944","OHIO","557.93"
"1945","OHIO","49.82"
"1946","OHIO","200.43"
"1947","OHIO","239.45"
"1948","OHIO","282.32"
"1949","OHIO","268.29"
"1950","OHIO","161.84"
"1951","OHIO","295.76"
"1952","OHIO","248.0"
"1953","OHIO","314.96"
"1954","OHIO","322.29"
"1955","OHIO","170.31"
"1956","OHIO","477.29"
"1957","OHIO","86.94"
"1958","OHIO","312.78"
"1959","OHIO","124.39"
"1960","OHIO","191.15"
"1961","OHIO","208.73"
"1962","OHIO","118.46"
"1963","OHIO","146.63"
"1964","OHIO","191.15"
"1965","OHIO","90.96"
"1966","OHIO","63.04"
"1967","OHIO","11.74"
"1968","OHIO","3.25"
"1969","OHIO","5.38"
"1970","OHIO","37.7"
"1971","OHIO","37.07"
"1972","OHIO","2.82"
"1973","OHIO","3.77"
"1974","OHIO","27.44"
"1975","OHIO","1.1"
"1976","OHIO","6.76"
"1977","OHIO","17.29"
"1978","OHIO","4.67"
"1979","OHIO","3.02"
"1980","OHIO","3.54"
"1981","OHIO","0.2"
"1982","OHIO","0.03"
"1983","OHIO","0.83"
"1984","OHIO","0.1"
"1985","OHIO","0.0"
"1986","OHIO","0.0"
"1987","OHIO","0.01"
"1988","OHIO","0.88"
"1989","OHIO","25.09"
"1990","OHIO","5.22"
"1991","OHIO","0.11"
"1992","OHIO","0.05"
"1993","OHIO","0.11"
"1994","OHIO","0.04"
"1995","OHIO","0.02"
"1996","OHIO","0.06"
"1997","OHIO","0.3"
"1998","OHIO","0.0"
"1999","OHIO","0.0"
"2000","OHIO","0.03"
"2001","OHIO","0.01"
"2002","OHIO","0.0"
"2003","OHIO","0.0"
"1928","OKLAHOMA","268.71"
"1929","OKLAHOMA","46.19"
"1930","OKLAHOMA","164.93"
"1931","OKLAHOMA","32.17"
"1932","OKLAHOMA","43.17"
"1933","OKLAHOMA","101.87"
"1934","OKLAHOMA","378.08"
"1935","OKLAHOMA","102.91"
"1936","OKLAHOMA","15.22"
"1937","OKLAHOMA","45.62"
"1938","OKLAHOMA","116.62"
"1939","OKLAHOMA","194.44"
"1940","OKLAHOMA","60.4"
"1941","OKLAHOMA","88.78"
"1942","OKLAHOMA","260.92"
"1943","OKLAHOMA","76.06"
"1944","OKLAHOMA","166.8"
"1945","OKLAHOMA","51.13"
"1946","OKLAHOMA","188.97"
"1947","OKLAHOMA","10.79"
"1948","OKLAHOMA","66.02"
"1949","OKLAHOMA","354.07"
"1950","OKLAHOMA","27.43"
"1951","OKLAHOMA","359.94"
"1952","OKLAHOMA","92.03"
"1953","OKLAHOMA","173.09"
"1954","OKLAHOMA","152.18"
"1955","OKLAHOMA","132.27"
"1956","OKLAHOMA","440.45"
"1957","OKLAHOMA","66.1"
"1958","OKLAHOMA","317.88"
"1959","OKLAHOMA","29.15"
"1960","OKLAHOMA","51.72"
"1961","OKLAHOMA","25.07"
"1962","OKLAHOMA","86.46"
"1963","OKLAHOMA","14.17"
"1964","OKLAHOMA","42.41"
"1965","OKLAHOMA","9.97"
"1966","OKLAHOMA","25.25"
"1967","OKLAHOMA","32.35"
"1968","OKLAHOMA","4.96"
"1969","OKLAHOMA","5.63"
"1970","OKLAHOMA","30.63"
"1971","OKLAHOMA","25.06"
"1972","OKLAHOMA","0.5"
"1973","OKLAHOMA","2.46"
"1974","OKLAHOMA","1.1"
"1975","OKLAHOMA","9.64"
"1976","OKLAHOMA","9.99"
"1977","OKLAHOMA","1.72"
"1978","OKLAHOMA","0.91"
"1979","OKLAHOMA","0.85"
"1980","OKLAHOMA","22.66"
"1981","OKLAHOMA","0.24"
"1982","OKLAHOMA","0.99"
"1983","OKLAHOMA","0.03"
"1984","OKLAHOMA","0.27"
"1985","OKLAHOMA","0.0"
"1986","OKLAHOMA","0.99"
"1987","OKLAHOMA","0.12"
"1988","OKLAHOMA","0.25"
"1989","OKLAHOMA","4.03"
"1990","OKLAHOMA","5.6"
"1991","OKLAHOMA","0.0"
"1992","OKLAHOMA","0.25"
"1993","OKLAHOMA","0.0"
"1994","OKLAHOMA","0.0"
"1995","OKLAHOMA","0.0"
"1996","OKLAHOMA","0.0"
"1997","OKLAHOMA","0.0"
"1998","OKLAHOMA","0.0"
"1999","OKLAHOMA","0.0"
"2000","OKLAHOMA","0.0"
"2001","OKLAHOMA","0.0"
"2002","OKLAHOMA","0.0"
"2003","OKLAHOMA","0.0"
"1928","OREGON","223.09"
"1929","OREGON","492.32"
"1930","OREGON","276.36"
"1931","OREGON","242.56"
"1932","OREGON","514.2"
"1933","OREGON","230.37"
"1934","OREGON","193.5"
"1935","OREGON","705.43"
"1936","OREGON","919.15"
"1937","OREGON","38.19"
"1938","OREGON","121.89"
"1939","OREGON","219.8"
"1940","OREGON","671.12"
"1941","OREGON","607.51"
"1942","OREGON","499.14"
"1943","OREGON","693.95"
"1944","OREGON","239.87"
"1945","OREGON","156.32"
"1946","OREGON","453.37"
"1947","OREGON","71.91"
"1948","OREGON","367.6"
"1949","OREGON","684.38"
"1950","OREGON","49.38"
"1951","OREGON","617.84"
"1952","OREGON","209.73"
"1953","OREGON","558.14"
"1954","OREGON","244.37"
"1955","OREGON","295.16"
"1956","OREGON","135.02"
"1957","OREGON","879.25"
"1958","OREGON","529.02"
"1959","OREGON","447.57"
"1960","OREGON","624.94"
"1961","OREGON","322.05"
"1962","OREGON","766.23"
"1963","OREGON","258.3"
"1964","OREGON","453.01"
"1965","OREGON","181.74"
"1966","OREGON","126.91"
"1967","OREGON","86.72"
"1968","OREGON","30.7"
"1969","OREGON","9.83"
"1970","OREGON","21.15"
"1971","OREGON","15.97"
"1972","OREGON","8.95"
"1973","OREGON","19.52"
"1974","OREGON","1.03"
"1975","OREGON","8.43"
"1976","OREGON","7.12"
"1977","OREGON","12.77"
"1978","OREGON","20.58"
"1979","OREGON","2.78"
"1980","OREGON","0.08"
"1981","OREGON","0.2"
"1982","OREGON","0.72"
"1983","OREGON","0.4"
"1984","OREGON","0.0"
"1985","OREGON","0.19"
"1986","OREGON","0.26"
"1987","OREGON","3.01"
"1988","OREGON","1.3"
"1989","OREGON","1.45"
"1990","OREGON","1.35"
"1991","OREGON","2.78"
"1992","OREGON","0.29"
"1993","OREGON","0.0"
"1994","OREGON","0.0"
"1995","OREGON","0.09"
"1996","OREGON","0.33"
"1997","OREGON","0.09"
"1998","OREGON","0.0"
"1999","OREGON","0.15"
"2000","OREGON","0.0"
"2001","OREGON","0.18"
"2002","OREGON","0.0"
"2003","OREGON","0.0"
"1928","PENNSYLVANIA","583.95"
"1929","PENNSYLVANIA","489.56"
"1930","PENNSYLVANIA","356.56"
"1931","PENNSYLVANIA","821.6"
"1932","PENNSYLVANIA","470.69"
"1933","PENNSYLVANIA","336.38"
"1934","PENNSYLVANIA","848.11"
"1935","PENNSYLVANIA","917.36"
"1936","PENNSYLVANIA","243.53"
"1937","PENNSYLVANIA","390.89"
"1938","PENNSYLVANIA","1329.75"
"1939","PENNSYLVANIA","186.57"
"1940","PENNSYLVANIA","148.62"
"1941","PENNSYLVANIA","1011.32"
"1942","PENNSYLVANIA","380.42"
"1943","PENNSYLVANIA","563.08"
"1944","PENNSYLVANIA","256.56"
"1945","PENNSYLVANIA","127.31"
"1946","PENNSYLVANIA","611.47"
"1947","PENNSYLVANIA","113.41"
"1948","PENNSYLVANIA","306.69"
"1949","PENNSYLVANIA","483.96"
"1950","PENNSYLVANIA","165.44"
"1951","PENNSYLVANIA","299.86"
"1952","PENNSYLVANIA","358.5"
"1953","PENNSYLVANIA","146.18"
"1954","PENNSYLVANIA","351.84"
"1955","PENNSYLVANIA","170.43"
"1956","PENNSYLVANIA","397.95"
"1957","PENNSYLVANIA","117.09"
"1958","PENNSYLVANIA","307.18"
"1959","PENNSYLVANIA","247.52"
"1960","PENNSYLVANIA","59.7"
"1961","PENNSYLVANIA","226.11"
"1962","PENNSYLVANIA","83.08"
"1963","PENNSYLVANIA","106.13"
"1964","PENNSYLVANIA","101.85"
"1965","PENNSYLVANIA","57.21"
"1966","PENNSYLVANIA","47.16"
"1967","PENNSYLVANIA","6.81"
"1968","PENNSYLVANIA","2.54"
"1969","PENNSYLVANIA","10.66"
"1970","PENNSYLVANIA","17.65"
"1971","PENNSYLVANIA","15.63"
"1972","PENNSYLVANIA","0.61"
"1973","PENNSYLVANIA","3.44"
"1974","PENNSYLVANIA","7.74"
"1975","PENNSYLVANIA","4.78"
"1976","PENNSYLVANIA","28.5"
"1977","PENNSYLVANIA","27.09"
"1978","PENNSYLVANIA","2.81"
"1979","PENNSYLVANIA","0.57"
"1980","PENNSYLVANIA","9.49"
"1981","PENNSYLVANIA","4.33"
"1982","PENNSYLVANIA","0.07"
"1983","PENNSYLVANIA","0.0"
"1984","PENNSYLVANIA","0.04"
"1985","PENNSYLVANIA","0.33"
"1986","PENNSYLVANIA","0.25"
"1987","PENNSYLVANIA","0.26"
"1988","PENNSYLVANIA","4.4"
"1989","PENNSYLVANIA","2.0"
"1990","PENNSYLVANIA","3.77"
"1991","PENNSYLVANIA","11.72"
"1992","PENNSYLVANIA","0.08"
"1993","PENNSYLVANIA","0.0"
"1994","PENNSYLVANIA","0.07"
"1995","PENNSYLVANIA","0.01"
"1996","PENNSYLVANIA","0.1"
"1997","PENNSYLVANIA","0.13"
"1998","PENNSYLVANIA","0.03"
"1999","PENNSYLVANIA","0.0"
"2000","PENNSYLVANIA","0.0"
"2001","PENNSYLVANIA","0.05"
"2002","PENNSYLVANIA","0.0"
"2003","PENNSYLVANIA","0.0"
"1928","RHODE ISLAND","735.32"
"1929","RHODE ISLAND","270.62"
"1930","RHODE ISLAND","39.23"
"1931","RHODE ISLAND","665.05"
"1932","RHODE ISLAND","1472.69"
"1933","RHODE ISLAND","9.36"
"1934","RHODE ISLAND","65.79"
"1935","RHODE ISLAND","994.05"
"1936","RHODE ISLAND","368.69"
"1937","RHODE ISLAND","679.22"
"1938","RHODE ISLAND","35.95"
"1939","RHODE ISLAND","416.85"
"1940","RHODE ISLAND","467.72"
"1941","RHODE ISLAND","57.67"
"1942","RHODE ISLAND","609.25"
"1943","RHODE ISLAND","296.39"
"1944","RHODE ISLAND","535.99"
"1945","RHODE ISLAND","55.54"
"1946","RHODE ISLAND","160.61"
"1947","RHODE ISLAND","507.34"
"1948","RHODE ISLAND","48.43"
"1949","RHODE ISLAND","561.61"
"1950","RHODE ISLAND","30.68"
"1951","RHODE ISLAND","113.3"
"1952","RHODE ISLAND","665.78"
"1953","RHODE ISLAND","61.97"
"1954","RHODE ISLAND","223.67"
"1955","RHODE ISLAND","657.21"
"1956","RHODE ISLAND","22.43"
"1957","RHODE ISLAND","72.67"
"1958","RHODE ISLAND","496.84"
"1959","RHODE ISLAND","35.92"
"1960","RHODE ISLAND","227.84"
"1961","RHODE ISLAND","766.11"
"1962","RHODE ISLAND","378.97"
"1963","RHODE ISLAND","139.6"
"1964","RHODE ISLAND","279.32"
"1965","RHODE ISLAND","444.82"
"1966","RHODE ISLAND","9.75"
"1967","RHODE ISLAND","6.82"
"1968","RHODE ISLAND","7.28"
"1969","RHODE ISLAND","2.9"
"1970","RHODE ISLAND","11.4"
"1971","RHODE ISLAND","24.72"
"1972","RHODE ISLAND","52.25"
"1973","RHODE ISLAND","68.09"
"1974","RHODE ISLAND","6.58"
"1975","RHODE ISLAND","0.54"
"1976","RHODE ISLAND","2.23"
"1977","RHODE ISLAND","6.76"
"1978","RHODE ISLAND","0.85"
"1979","RHODE ISLAND","10.88"
"1980","RHODE ISLAND","0.2"
"1981","RHODE ISLAND","0.0"
"1982","RHODE ISLAND","0.0"
"1983","RHODE ISLAND","0.0"
"1984","RHODE ISLAND","0.0"
"1985","RHODE ISLAND","0.0"
"1986","RHODE ISLAND","0.2"
"1987","RHODE ISLAND","0.2"
"1988","RHODE ISLAND","0.0"
"1989","RHODE ISLAND","3.9"
"1990","RHODE ISLAND","2.99"
"1991","RHODE ISLAND","0.4"
"1992","RHODE ISLAND","2.28"
"1993","RHODE ISLAND","0.1"
"1994","RHODE ISLAND","0.7"
"1995","RHODE ISLAND","0.49"
"1996","RHODE ISLAND","0.0"
"1997","RHODE ISLAND","0.49"
"1998","RHODE ISLAND","0.0"
"1999","RHODE ISLAND","0.0"
"2000","RHODE ISLAND","0.0"
"2001","RHODE ISLAND","0.0"
"2002","RHODE ISLAND","0.0"
"2003","RHODE ISLAND","0.0"
"1928","SOUTH CAROLINA","1138.49"
"1929","SOUTH CAROLINA","12.2"
"1930","SOUTH CAROLINA","14.45"
"1931","SOUTH CAROLINA","189.95"
"1932","SOUTH CAROLINA","182.58"
"1933","SOUTH CAROLINA","360.64"
"1934","SOUTH CAROLINA","637.61"
"1935","SOUTH CAROLINA","46.26"
"1936","SOUTH CAROLINA","48.24"
"1937","SOUTH CAROLINA","99.18"
"1938","SOUTH CAROLINA","373.4"
"1939","SOUTH CAROLINA","60.34"
"1940","SOUTH CAROLINA","32.32"
"1941","SOUTH CAROLINA","481.97"
"1942","SOUTH CAROLINA","218.23"
"1943","SOUTH CAROLINA","153.66"
"1944","SOUTH CAROLINA","363.6"
"1945","SOUTH CAROLINA","78.91"
"1946","SOUTH CAROLINA","358.19"
"1947","SOUTH CAROLINA","161.86"
"1948","SOUTH CAROLINA","120.65"
"1949","SOUTH CAROLINA","453.08"
"1950","SOUTH CAROLINA","90.62"
"1951","SOUTH CAROLINA","34.31"
"1952","SOUTH CAROLINA","81.69"
"1953","SOUTH CAROLINA","89.38"
"1954","SOUTH CAROLINA","254.91"
"1955","SOUTH CAROLINA","53.33"
"1956","SOUTH CAROLINA","384.74"
"1957","SOUTH CAROLINA","248.22"
"1958","SOUTH CAROLINA","472.18"
"1959","SOUTH CAROLINA","82.91"
"1960","SOUTH CAROLINA","53.68"
"1961","SOUTH CAROLINA","136.63"
"1962","SOUTH CAROLINA","38.4"
"1963","SOUTH CAROLINA","95.75"
"1964","SOUTH CAROLINA","161.62"
"1965","SOUTH CAROLINA","50.55"
"1966","SOUTH CAROLINA","26.31"
"1967","SOUTH CAROLINA","20.44"
"1968","SOUTH CAROLINA","1.52"
"1969","SOUTH CAROLINA","5.34"
"1970","SOUTH CAROLINA","24.01"
"1971","SOUTH CAROLINA","32.77"
"1972","SOUTH CAROLINA","7.63"
"1973","SOUTH CAROLINA","2.86"
"1974","SOUTH CAROLINA","1.96"
"1975","SOUTH CAROLINA","0.57"
"1976","SOUTH CAROLINA","0.15"
"1977","SOUTH CAROLINA","3.28"
"1978","SOUTH CAROLINA","6.44"
"1979","SOUTH CAROLINA","3.35"
"1980","SOUTH CAROLINA","5.02"
"1981","SOUTH CAROLINA","0.0"
"1982","SOUTH CAROLINA","0.0"
"1983","SOUTH CAROLINA","0.0"
"1984","SOUTH CAROLINA","0.0"
"1985","SOUTH CAROLINA","0.03"
"1986","SOUTH CAROLINA","7.54"
"1987","SOUTH CAROLINA","0.06"
"1988","SOUTH CAROLINA","0.0"
"1989","SOUTH CAROLINA","0.52"
"1990","SOUTH CAROLINA","0.12"
"1991","SOUTH CAROLINA","0.37"
"1992","SOUTH CAROLINA","0.8"
"1993","SOUTH CAROLINA","0.0"
"1994","SOUTH CAROLINA","0.0"
"1995","SOUTH CAROLINA","0.0"
"1996","SOUTH CAROLINA","0.0"
"1997","SOUTH CAROLINA","0.05"
"1998","SOUTH CAROLINA","0.0"
"1999","SOUTH CAROLINA","0.0"
"2000","SOUTH CAROLINA","0.0"
"2001","SOUTH CAROLINA","0.0"
"2002","SOUTH CAROLINA","0.0"
"2003","SOUTH CAROLINA","0.0"
"1928","SOUTH DAKOTA","160.16"
"1929","SOUTH DAKOTA","167.77"
"1930","SOUTH DAKOTA","346.31"
"1931","SOUTH DAKOTA","212.36"
"1932","SOUTH DAKOTA","96.37"
"1933","SOUTH DAKOTA","299.08"
"1934","SOUTH DAKOTA","1373.94"
"1935","SOUTH DAKOTA","167.25"
"1936","SOUTH DAKOTA","33.6"
"1937","SOUTH DAKOTA","9.84"
"1938","SOUTH DAKOTA","212.46"
"1939","SOUTH DAKOTA","1173.78"
"1940","SOUTH DAKOTA","253.83"
"1941","SOUTH DAKOTA","61.34"
"1942","SOUTH DAKOTA","143.09"
"1943","SOUTH DAKOTA","507.31"
"1944","SOUTH DAKOTA","258.73"
"1945","SOUTH DAKOTA","100.63"
"1946","SOUTH DAKOTA","189.69"
"1947","SOUTH DAKOTA","218.3"
"1948","SOUTH DAKOTA","140.26"
"1949","SOUTH DAKOTA","157.39"
"1950","SOUTH DAKOTA","102.59"
"1951","SOUTH DAKOTA","106.72"
"1952","SOUTH DAKOTA","115.26"
"1953","SOUTH DAKOTA","68.81"
"1954","SOUTH DAKOTA","123.53"
"1955","SOUTH DAKOTA","63.59"
"1956","SOUTH DAKOTA","86.75"
"1957","SOUTH DAKOTA","81.49"
"1958","SOUTH DAKOTA","18.41"
"1959","SOUTH DAKOTA","129.12"
"1960","SOUTH DAKOTA","17.59"
"1961","SOUTH DAKOTA","21.72"
"1962","SOUTH DAKOTA","64.25"
"1963","SOUTH DAKOTA","12.53"
"1964","SOUTH DAKOTA","9.86"
"1965","SOUTH DAKOTA","16.73"
"1966","SOUTH DAKOTA","5.87"
"1967","SOUTH DAKOTA","8.67"
"1968","SOUTH DAKOTA","0.6"
"1969","SOUTH DAKOTA","7.64"
"1970","SOUTH DAKOTA","15.79"
"1971","SOUTH DAKOTA","31.34"
"1972","SOUTH DAKOTA","1.78"
"1973","SOUTH DAKOTA","0.44"
"1974","SOUTH DAKOTA","4.12"
"1975","SOUTH DAKOTA","51.88"
"1976","SOUTH DAKOTA","0.74"
"1977","SOUTH DAKOTA","10.62"
"1978","SOUTH DAKOTA","0.0"
"1979","SOUTH DAKOTA","0.28"
"1980","SOUTH DAKOTA","0.0"
"1981","SOUTH DAKOTA","0.0"
"1982","SOUTH DAKOTA","0.0"
"1983","SOUTH DAKOTA","0.0"
"1984","SOUTH DAKOTA","0.0"
"1985","SOUTH DAKOTA","0.0"
"1986","SOUTH DAKOTA","0.0"
"1987","SOUTH DAKOTA","0.0"
"1988","SOUTH DAKOTA","0.0"
"1989","SOUTH DAKOTA","0.0"
"1990","SOUTH DAKOTA","2.29"
"1991","SOUTH DAKOTA","0.0"
"1992","SOUTH DAKOTA","0.0"
"1993","SOUTH DAKOTA","0.0"
"1994","SOUTH DAKOTA","0.0"
"1995","SOUTH DAKOTA","0.0"
"1996","SOUTH DAKOTA","0.0"
"1997","SOUTH DAKOTA","1.2"
"1998","SOUTH DAKOTA","0.0"
"1999","SOUTH DAKOTA","0.0"
"2000","SOUTH DAKOTA","0.0"
"2001","SOUTH DAKOTA","0.0"
"2002","SOUTH DAKOTA","0.0"
"2003","SOUTH DAKOTA","0.0"
"1928","TENNESSEE","315.43"
"1929","TENNESSEE","33.04"
"1930","TENNESSEE","179.91"
"1931","TENNESSEE","134.79"
"1932","TENNESSEE","68.99"
"1933","TENNESSEE","133.48"
"1934","TENNESSEE","647.85"
"1935","TENNESSEE","51.31"
"1936","TENNESSEE","50.18"
"1937","TENNESSEE","106.41"
"1938","TENNESSEE","403.65"
"1939","TENNESSEE","108.43"
"1940","TENNESSEE","95.17"
"1941","TENNESSEE","278.13"
"1942","TENNESSEE","106.34"
"1943","TENNESSEE","194.95"
"1944","TENNESSEE","184.38"
"1945","TENNESSEE","65.8"
"1946","TENNESSEE","150.47"
"1947","TENNESSEE","61.0"
"1948","TENNESSEE","127.54"
"1949","TENNESSEE","252.76"
"1950","TENNESSEE","104.1"
"1951","TENNESSEE","80.64"
"1952","TENNESSEE","200.48"
"1953","TENNESSEE","84.73"
"1954","TENNESSEE","416.4"
"1955","TENNESSEE","172.07"
"1956","TENNESSEE","617.0"
"1957","TENNESSEE","455.99"
"1958","TENNESSEE","793.55"
"1959","TENNESSEE","275.98"
"1960","TENNESSEE","535.9"
"1961","TENNESSEE","403.1"
"1962","TENNESSEE","666.32"
"1963","TENNESSEE","183.55"
"1964","TENNESSEE","629.43"
"1965","TENNESSEE","238.12"
"1966","TENNESSEE","332.74"
"1967","TENNESSEE","53.62"
"1968","TENNESSEE","1.73"
"1969","TENNESSEE","0.53"
"1970","TENNESSEE","13.53"
"1971","TENNESSEE","24.69"
"1972","TENNESSEE","4.66"
"1973","TENNESSEE","3.9"
"1974","TENNESSEE","1.29"
"1975","TENNESSEE","4.09"
"1976","TENNESSEE","4.8"
"1977","TENNESSEE","15.75"
"1978","TENNESSEE","22.26"
"1979","TENNESSEE","1.73"
"1980","TENNESSEE","3.83"
"1981","TENNESSEE","0.08"
"1982","TENNESSEE","0.12"
"1983","TENNESSEE","0.02"
"1984","TENNESSEE","0.0"
"1985","TENNESSEE","0.0"
"1986","TENNESSEE","1.2"
"1987","TENNESSEE","0.0"
"1988","TENNESSEE","0.02"
"1989","TENNESSEE","2.85"
"1990","TENNESSEE","1.93"
"1991","TENNESSEE","0.2"
"1992","TENNESSEE","0.0"
"1993","TENNESSEE","0.0"
"1994","TENNESSEE","0.53"
